ts,lat
1713562169.7458668,0.0034581422805786133
1713562169.8463764,0.0037440061569213867
1713562169.9468718,0.003291606903076172
1713562170.0472693,0.003286123275756836
1713562170.1476185,0.003390192985534668
1713562170.2480893,0.0032349824905395508
1713562170.348497,0.00394439697265625
1713562170.4488347,0.003248929977416992
1713562170.5493057,0.002955198287963867
1713562170.6496701,0.003372788429260254
1713562170.7500606,0.0031527280807495117
1713562170.8504481,0.0035434961318969727
1713562170.950839,0.0036133527755737305
1713562171.0512662,0.003336191177368164
1713562171.1516652,0.0034960508346557617
1713562171.2521427,0.003094315528869629
1713562171.3526103,0.002874016761779785
1713562171.4529877,0.003533005714416504
1713562171.553368,0.003319859504699707
1713562171.6538293,0.0034999847412109375
1713562171.7543054,0.0035381317138671875
1713562171.8547072,0.003376007080078125
1713562171.9551175,0.0034110546112060547
1713562172.0556393,0.003429412841796875
1713562172.1560361,0.003304004669189453
1713562172.256404,0.003226041793823242
1713562172.356799,0.0021517276763916016
1713562172.4572742,0.0032074451446533203
1713562172.557654,0.003098011016845703
1713562172.6580417,0.0031818151473999023
1713562172.758447,0.0032743215560913086
1713562172.8589358,0.0037921667098999023
1713562172.9594777,0.0038139820098876953
1713562173.0599678,0.003947854042053223
1713562173.1604013,0.003612041473388672
1713562173.2608144,0.003560781478881836
1713562173.3612823,0.0028837919235229492
1713562173.461777,0.00342714786529541
1713562173.562185,0.003579854965209961
1713562173.662665,0.0033704042434692383
1713562173.7630897,0.003301262855529785
1713562173.8636081,0.003708362579345703
1713562173.9640176,0.0038427114486694336
1713562174.0644152,0.0036432743072509766
1713562174.1647992,0.003627300262451172
1713562174.265196,0.0034404993057250977
1713562174.3655775,0.0035785436630249023
1713562174.466031,0.003607034683227539
1713562174.5664225,0.0036455392837524414
1713562174.6668181,0.0033118724822998047
1713562174.7672942,0.0030722618103027344
1713562174.867627,0.0036339759826660156
1713562174.968047,0.0035070180892944336
1713562175.0684533,0.003354310989379883
1713562175.168856,0.0037703514099121094
1713562175.2692761,0.00316774845123291
1713562175.369746,0.0034265518188476562
1713562175.470131,0.0034515857696533203
1713562175.5705276,0.003633737564086914
1713562175.6709054,0.0034803152084350586
1713562175.7712874,0.003279447555541992
1713562175.871633,0.0035718679428100586
1713562175.972019,0.003516554832458496
1713562176.072415,0.0032546520233154297
1713562176.1728282,0.003282904624938965
1713562176.2732298,0.0034369230270385742
1713562176.3736908,0.00353395938873291
1713562176.4741085,0.003489375114440918
1713562176.574497,0.003168821334838867
1713562176.6748803,0.0032913684844970703
1713562176.7752566,0.0031342506408691406
1713562176.8756254,0.003294229507446289
1713562176.9760122,0.0031474828720092773
1713562177.0764024,0.003342747688293457
1713562177.176805,0.0030248165130615234
1713562177.2772334,0.0038976669311523438
1713562177.377639,0.0032181739807128906
1713562177.4780378,0.0032459497451782227
1713562177.578524,0.003254532814025879
1713562177.678944,0.0033180713653564453
1713562177.7793586,0.0032819509506225586
1713562177.8806863,0.0033905506134033203
1713562177.98117,0.003248453140258789
1713562178.0816567,0.004064202308654785
1713562178.1822228,0.0037970542907714844
1713562178.2826338,0.003501296043395996
1713562178.3830247,0.0035573244094848633
1713562178.4834268,0.00305938720703125
1713562178.5838885,0.0037164688110351562
1713562178.6842897,0.003319978713989258
1713562178.7846816,0.003296375274658203
1713562178.885024,0.0031282901763916016
1713562178.9854,0.00219118595123291
1713562179.0858955,0.0033130645751953125
1713562179.1863258,0.003736734390258789
1713562179.2867546,0.003138422966003418
1713562179.3871777,0.0033249855041503906
1713562179.487618,0.0031043291091918945
1713562179.5880108,0.0031507015228271484
1713562179.688425,0.0034180879592895508
1713562179.788845,0.0033326148986816406
1713562179.889235,0.0033495426177978516
1713562179.989637,0.0032690763473510742
1713562180.090122,0.0032578706741333008
1713562180.1905334,0.0035227537155151367
1713562180.2909706,0.0031201839447021484
1713562180.391372,0.00310516357421875
1713562180.49182,0.0030292272567749023
1713562180.5922363,0.003147721290588379
1713562180.6926527,0.003046393394470215
1713562180.793077,0.0030205249786376953
1713562180.8934846,0.0030640363693237305
1713562180.99386,0.0031560659408569336
1713562181.0942404,0.0029938220977783203
1713562181.1946356,0.0030515193939208984
1713562181.295035,0.0030826330184936523
1713562181.3955674,0.003506183624267578
1713562181.4959414,0.0031894445419311523
1713562181.596323,0.002984285354614258
1713562181.6967096,0.0031385421752929688
1713562181.7971122,0.0030289888381958008
1713562181.8975103,0.0032891035079956055
1713562181.9979024,0.003144383430480957
1713562182.0982904,0.0032945871353149414
1713562182.198674,0.00316464900970459
1713562182.2991405,0.0031446218490600586
1713562182.3995616,0.0037322044372558594
1713562182.4999464,0.0033714771270751953
1713562182.6003942,0.003429412841796875
1713562182.700783,0.0033894777297973633
1713562182.8011925,0.0032306909561157227
1713562182.9015853,0.003458261489868164
1713562183.0019574,0.0033615827560424805
1713562183.1023865,0.0033429861068725586
1713562183.2028236,0.003781914710998535
1713562183.3032577,0.003233194351196289
1713562183.403665,0.003841996192932129
1713562183.5041547,0.003527522087097168
1713562183.6046422,0.004014015197753906
1713562183.7050664,0.0037702322006225586
1713562183.8054936,0.0032999515533447266
1713562183.9059691,0.003762364387512207
1713562184.006387,0.0037096738815307617
1713562184.1067894,0.0034689903259277344
1713562184.2071993,0.003443002700805664
1713562184.3076591,0.0032579898834228516
1713562184.4080331,0.003455042839050293
1713562184.5084958,0.0035723447799682617
1713562184.6089842,0.00338590145111084
1713562184.70949,0.0036219358444213867
1713562184.8099284,0.0036153793334960938
1713562184.9104142,0.0035979747772216797
1713562185.0108204,0.0038318634033203125
1713562185.1112094,0.0035393238067626953
1713562185.211636,0.0036689043045043945
1713562185.3120344,0.003451108932495117
1713562185.412413,0.0033682584762573242
1713562185.5128038,0.0032864809036254883
1713562185.6132758,0.0032663345336914062
1713562185.7136655,0.0036972761154174805
1713562185.814067,0.0034955739974975586
1713562185.9144418,0.004043102264404297
1713562186.0148156,0.0038274526596069336
1713562186.1152065,0.0032961368560791016
1713562186.2156415,0.0034104585647583008
1713562186.3160434,0.0033316612243652344
1713562186.4164217,0.0032361745834350586
1713562186.5168142,0.0036052465438842773
1713562186.6171973,0.003384113311767578
1713562186.7175822,0.0035462379455566406
1713562186.818079,0.0032143592834472656
1713562186.9184692,0.004124045372009277
1713562187.0188692,0.0034804344177246094
1713562187.119339,0.0034183263778686523
1713562187.2199621,0.003870725631713867
1713562187.3203597,0.0032601356506347656
1713562187.4207659,0.003403186798095703
