collector_timestamp,flow_id,src_ip,dst_ip,src_port,dst_port,protocol,seq_num,reporting_sw,hops,egress_port_tx_util,egress_timestamp,hop_latency,ingress_timestamp,l1_egress_port_id,l1_ingress_port_id,l2_egress_port_id,l2_ingress_port_id,queue_occupancy,queue_occupancy_id,switch_id
1713556123.3439887,36,10.0.2.2,10.0.4.2,7676,7878,17,36,2,3,0,1713556123339313000,645,1713556123338668000,1,2,0,0,0,0,0
1713556123.4451034,37,10.0.2.2,10.0.4.2,7676,7878,17,37,2,3,0,1713556123442797000,1611292269,0,4,0,0,0,0,0,2
1713556123.4451034,37,10.0.2.2,10.0.4.2,7676,7878,17,37,2,3,0,1713556123441310000,579,1713556123440731000,2,1,0,0,0,0,1
1713556123.4451034,37,10.0.2.2,10.0.4.2,7676,7878,17,37,2,3,0,1713556123439947000,812,1713556123439135000,1,2,0,0,0,0,0
1713556123.5455856,38,10.0.2.2,10.0.4.2,7676,7878,17,38,2,3,0,1713556123543140000,1611392612,0,4,0,0,0,0,0,2
1713556123.5455856,38,10.0.2.2,10.0.4.2,7676,7878,17,38,2,3,0,1713556123541527000,563,1713556123540964000,2,1,0,0,0,0,1
1713556123.5455856,38,10.0.2.2,10.0.4.2,7676,7878,17,38,2,3,0,1713556123540167000,678,1713556123539489000,1,2,0,0,0,0,0
1713556123.6456602,39,10.0.2.2,10.0.4.2,7676,7878,17,39,2,3,0,1713556123643493000,1611492965,0,4,0,0,0,0,0,2
1713556123.6456602,39,10.0.2.2,10.0.4.2,7676,7878,17,39,2,3,0,1713556123641744000,520,1713556123641224000,2,1,0,0,0,0,1
1713556123.6456602,39,10.0.2.2,10.0.4.2,7676,7878,17,39,2,3,0,1713556123640516000,670,1713556123639846000,1,2,0,0,0,0,0
1713556123.745645,40,10.0.2.2,10.0.4.2,7676,7878,17,40,2,3,0,1713556123743529000,1611593001,0,4,0,0,0,0,0,2
1713556123.745645,40,10.0.2.2,10.0.4.2,7676,7878,17,40,2,3,0,1713556123742044000,473,1713556123741571000,2,1,0,0,0,0,1
1713556123.745645,40,10.0.2.2,10.0.4.2,7676,7878,17,40,2,3,0,1713556123740883000,614,1713556123740269000,1,2,0,0,0,0,0
1713556123.8460724,41,10.0.2.2,10.0.4.2,7676,7878,17,41,2,3,0,1713556123843941000,1611693413,0,4,0,0,0,0,0,2
1713556123.8460724,41,10.0.2.2,10.0.4.2,7676,7878,17,41,2,3,0,1713556123842502000,476,1713556123842026000,2,1,0,0,0,0,1
1713556123.8460724,41,10.0.2.2,10.0.4.2,7676,7878,17,41,2,3,0,1713556123841276000,617,1713556123840659000,1,2,0,0,0,0,0
1713556123.9465976,42,10.0.2.2,10.0.4.2,7676,7878,17,42,2,3,0,1713556123944478000,1611793950,0,4,0,0,0,0,0,2
1713556123.9465976,42,10.0.2.2,10.0.4.2,7676,7878,17,42,2,3,0,1713556123942906000,535,1713556123942371000,2,1,0,0,0,0,1
1713556123.9465976,42,10.0.2.2,10.0.4.2,7676,7878,17,42,2,3,0,1713556123941647000,614,1713556123941033000,1,2,0,0,0,0,0
1713556124.047738,43,10.0.2.2,10.0.4.2,7676,7878,17,43,2,3,0,1713556124045007000,1611894479,0,4,0,0,0,0,0,2
1713556124.047738,43,10.0.2.2,10.0.4.2,7676,7878,17,43,2,3,0,1713556124043502000,630,1713556124042872000,2,1,0,0,0,0,1
1713556124.047738,43,10.0.2.2,10.0.4.2,7676,7878,17,43,2,3,0,1713556124042131000,641,1713556124041490000,1,2,0,0,0,0,0
1713556124.1478539,44,10.0.2.2,10.0.4.2,7676,7878,17,44,2,3,0,1713556124145317000,1611994789,0,4,0,0,0,0,0,2
1713556124.1478539,44,10.0.2.2,10.0.4.2,7676,7878,17,44,2,3,0,1713556124143833000,598,1713556124143235000,2,1,0,0,0,0,1
1713556124.1478539,44,10.0.2.2,10.0.4.2,7676,7878,17,44,2,3,0,1713556124142501000,604,1713556124141897000,1,2,0,0,0,0,0
1713556124.248969,45,10.0.2.2,10.0.4.2,7676,7878,17,45,2,3,0,1713556124246255000,1612095727,0,4,0,0,0,0,0,2
1713556124.248969,45,10.0.2.2,10.0.4.2,7676,7878,17,45,2,3,0,1713556124244715000,543,1713556124244172000,2,1,0,0,0,0,1
1713556124.248969,45,10.0.2.2,10.0.4.2,7676,7878,17,45,2,3,0,1713556124243217000,894,1713556124242323000,1,2,0,0,0,0,0
1713556124.3489199,46,10.0.2.2,10.0.4.2,7676,7878,17,46,2,3,0,1713556124346367000,1612195839,0,4,0,0,0,0,0,2
1713556124.3489199,46,10.0.2.2,10.0.4.2,7676,7878,17,46,2,3,0,1713556124344918000,544,1713556124344374000,2,1,0,0,0,0,1
1713556124.3489199,46,10.0.2.2,10.0.4.2,7676,7878,17,46,2,3,0,1713556124343602000,965,1713556124342637000,1,2,0,0,0,0,0
1713556124.446292,47,10.0.2.2,10.0.4.2,7676,7878,17,47,2,3,0,1713556124444643000,1612294115,0,4,0,0,0,0,0,2
1713556124.446292,47,10.0.2.2,10.0.4.2,7676,7878,17,47,2,3,0,1713556124444193000,131,1713556124444062000,2,1,0,0,0,0,1
1713556124.446292,47,10.0.2.2,10.0.4.2,7676,7878,17,47,2,3,0,1713556124443803000,783,1713556124443020000,1,2,0,0,0,0,0
1713556124.5491142,48,10.0.2.2,10.0.4.2,7676,7878,17,48,2,3,0,1713556124546956000,1612396428,0,4,0,0,0,0,0,2
1713556124.5491142,48,10.0.2.2,10.0.4.2,7676,7878,17,48,2,3,0,1713556124545661000,471,1713556124545190000,2,1,0,0,0,0,1
1713556124.5491142,48,10.0.2.2,10.0.4.2,7676,7878,17,48,2,3,0,1713556124544445000,1054,1713556124543391000,1,2,0,0,0,0,0
1713556124.6494937,49,10.0.2.2,10.0.4.2,7676,7878,17,49,2,3,0,1713556124647335000,1612496807,0,4,0,0,0,0,0,2
1713556124.6494937,49,10.0.2.2,10.0.4.2,7676,7878,17,49,2,3,0,1713556124645906000,553,1713556124645353000,2,1,0,0,0,0,1
1713556124.6494937,49,10.0.2.2,10.0.4.2,7676,7878,17,49,2,3,0,1713556124644494000,698,1713556124643796000,1,2,0,0,0,0,0
1713556124.749795,50,10.0.2.2,10.0.4.2,7676,7878,17,50,2,3,0,1713556124747652000,1612597124,0,4,0,0,0,0,0,2
1713556124.749795,50,10.0.2.2,10.0.4.2,7676,7878,17,50,2,3,0,1713556124746317000,537,1713556124745780000,2,1,0,0,0,0,1
1713556124.749795,50,10.0.2.2,10.0.4.2,7676,7878,17,50,2,3,0,1713556124744902000,725,1713556124744177000,1,2,0,0,0,0,0
1713556124.8502066,51,10.0.2.2,10.0.4.2,7676,7878,17,51,2,3,0,1713556124847986000,1612697458,0,4,0,0,0,0,0,2
